Id,Codigo,Nome,Uf
804,2206720,Nazária,PI
805,2206753,Nossa Senhora de Nazaré,PI
806,2206803,Nossa Senhora dos Remédios,PI
807,2206902,Novo Oriente do Piauí,PI
808,2206951,Novo Santo Antônio,PI
809,2207009,Oeiras,PI
810,2207108,Olho D'Água do Piauí,PI
811,2207207,Padre Marcos,PI
812,2207306,Paes Landim,PI
813,2207355,Pajeú do Piauí,PI
814,2207405,Palmeira do Piauí,PI
815,2207504,Palmeirais,PI
816,2207553,Paquetá,PI
817,2207603,Parnaguá,PI
818,2207702,Parnaíba,PI
819,2207751,Passagem Franca do Piauí,PI
820,2207777,Patos do Piauí,PI
821,2207793,Pau D'Arco do Piauí,PI
822,2207801,Paulistana,PI
823,2207850,Pavussu,PI
824,2207900,Pedro II,PI
825,2207934,Pedro Laurentino,PI
826,2207959,Nova Santa Rita,PI
827,2208007,Picos,PI
828,2208106,Pimenteiras,PI
829,2208205,Pio IX,PI
830,2208304,Piracuruca,PI
831,2208403,Piripiri,PI
832,2208502,Porto,PI
833,2208551,Porto Alegre do Piauí,PI
834,2208601,Prata do Piauí,PI
835,2208650,Queimada Nova,PI
836,2208700,Redenção do Gurguéia,PI
837,2208809,Regeneração,PI
838,2208858,Riacho Frio,PI
839,2208874,Ribeira do Piauí,PI
840,2208908,Ribeiro Gonçalves,PI
841,2209005,Rio Grande do Piauí,PI
842,2209104,Santa Cruz do Piauí,PI
843,2209153,Santa Cruz dos Milagres,PI
844,2209203,Santa Filomena,PI
845,2209302,Santa Luz,PI
846,2209351,Santana do Piauí,PI
847,2209377,Santa Rosa do Piauí,PI
848,2209401,Santo Antônio de Lisboa,PI
849,2209450,Santo Antônio dos Milagres,PI
850,2209500,Santo Inácio do Piauí,PI
851,2209559,São Braz do Piauí,PI
852,2209609,São Félix do Piauí,PI
853,2209658,São Francisco de Assis do Piauí,PI
854,2209708,São Francisco do Piauí,PI
855,2209757,São Gonçalo do Gurguéia,PI
856,2209807,São Gonçalo do Piauí,PI
857,2209856,São João da Canabrava,PI
858,2209872,São João da Fronteira,PI
859,2209906,São João da Serra,PI
860,2209955,São João da Varjota,PI
861,2209971,São João do Arraial,PI
862,2210003,São João do Piauí,PI
863,2210052,São José do Divino,PI
864,2210102,São José do Peixe,PI
865,2210201,São José do Piauí,PI
866,2210300,São Julião,PI
867,2210359,São Lourenço do Piauí,PI
868,2210375,São Luis do Piauí,PI
869,2210383,São Miguel da Baixa Grande,PI
870,2210391,São Miguel do Fidalgo,PI
871,2210409,São Miguel do Tapuio,PI
872,2210508,São Pedro do Piauí,PI
873,2210607,São Raimundo Nonato,PI
874,2210623,Sebastião Barros,PI
875,2210631,Sebastião Leal,PI
876,2210656,Sigefredo Pacheco,PI
877,2210706,Simões,PI
878,2210805,Simplício Mendes,PI
879,2210904,Socorro do Piauí,PI
880,2210938,Sussuapara,PI
881,2210953,Tamboril do Piauí,PI
882,2210979,Tanque do Piauí,PI
883,2211001,Teresina,PI
884,2211100,União,PI
885,2211209,Uruçuí,PI
886,2211308,Valença do Piauí,PI
887,2211357,Várzea Branca,PI
888,2211407,Várzea Grande,PI
889,2211506,Vera Mendes,PI
890,2211605,Vila Nova do Piauí,PI
891,2211704,Wall Ferraz,PI
892,2300101,Abaiara,CE
893,2300150,Acarape,CE
894,2300200,Acaraú,CE
895,2300309,Acopiara,CE
896,2300408,Aiuaba,CE
897,2300507,Alcântaras,CE
898,2300606,Altaneira,CE
899,2300705,Alto Santo,CE
900,2300754,Amontada,CE
901,2300804,Antonina do Norte,CE
902,2300903,Apuiarés,CE
903,2301000,Aquiraz,CE
904,2301109,Aracati,CE
905,2301208,Aracoiaba,CE
906,2301257,Ararendá,CE
907,2301307,Araripe,CE
908,2301406,Aratuba,CE
909,2301505,Arneiroz,CE
910,2301604,Assaré,CE
911,2301703,Aurora,CE
912,2301802,Baixio,CE
913,2301851,Banabuiú,CE
914,2301901,Barbalha,CE
915,2301950,Barreira,CE
916,2302008,Barro,CE
917,2302057,Barroquinha,CE
918,2302107,Baturité,CE
919,2302206,Beberibe,CE
920,2302305,Bela Cruz,CE
921,2302404,Boa Viagem,CE
922,2302503,Brejo Santo,CE
923,2302602,Camocim,CE
924,2302701,Campos Sales,CE
925,2302800,Canindé,CE
926,2302909,Capistrano,CE
927,2303006,Caridade,CE
928,2303105,Cariré,CE
929,2303204,Caririaçu,CE
930,2303303,Cariús,CE
931,2303402,Carnaubal,CE
932,2303501,Cascavel,CE
933,2303600,Catarina,CE
934,2303659,Catunda,CE
935,2303709,Caucaia,CE
936,2303808,Cedro,CE
937,2303907,Chaval,CE
938,2303931,Choró,CE
939,2303956,Chorozinho,CE
940,2304004,Coreaú,CE
941,2304103,Crateús,CE
942,2304202,Crato,CE
943,2304236,Croatá,CE
944,2304251,Cruz,CE
945,2304269,Deputado Irapuan Pinheiro,CE
946,2304277,Ererê,CE
947,2304285,Eusébio,CE
948,2304301,Farias Brito,CE
949,2304350,Forquilha,CE
950,2304400,Fortaleza,CE
951,2304459,Fortim,CE
952,2304509,Frecheirinha,CE
953,2304608,General Sampaio,CE
954,2304657,Graça,CE
955,2304707,Granja,CE
956,2304806,Granjeiro,CE
957,2304905,Groaíras,CE
958,2304954,Guaiúba,CE
959,2305001,Guaraciaba do Norte,CE
960,2305100,Guaramiranga,CE
961,2305209,Hidrolândia,CE
962,2305233,Horizonte,CE
963,2305266,Ibaretama,CE
964,2305308,Ibiapina,CE
965,2305332,Ibicuitinga,CE
966,2305357,Icapuí,CE
967,2305407,Icó,CE
968,2305506,Iguatu,CE
969,2305605,Independência,CE
970,2305654,Ipaporanga,CE
971,2305704,Ipaumirim,CE
972,2305803,Ipu,CE
973,2305902,Ipueiras,CE
974,2306009,Iracema,CE
975,2306108,Irauçuba,CE
976,2306207,Itaiçaba,CE
977,2306256,Itaitinga,CE
978,2306306,Itapagé,CE
979,2306405,Itapipoca,CE
980,2306504,Itapiúna,CE
981,2306553,Itarema,CE
982,2306603,Itatira,CE
983,2306702,Jaguaretama,CE
984,2306801,Jaguaribara,CE
985,2306900,Jaguaribe,CE
986,2307007,Jaguaruana,CE
987,2307106,Jardim,CE
988,2307205,Jati,CE
989,2307254,Jijoca de Jericoacoara,CE
990,2307304,Juazeiro do Norte,CE
991,2307403,Jucás,CE
992,2307502,Lavras da Mangabeira,CE
993,2307601,Limoeiro do Norte,CE
994,2307635,Madalena,CE
995,2307650,Maracanaú,CE
996,2307700,Maranguape,CE
997,2307809,Marco,CE
998,2307908,Martinópole,CE
999,2308005,Massapê,CE
1000,2308104,Mauriti,CE
1001,2308203,Meruoca,CE
1002,2308302,Milagres,CE
1003,2308351,Milhã,CE
1004,2308377,Miraíma,CE
1005,2308401,Missão Velha,CE
1006,2308500,Mombaça,CE
1007,2308609,Monsenhor Tabosa,CE
1008,2308708,Morada Nova,CE
1009,2308807,Moraújo,CE
1010,2308906,Morrinhos,CE
1011,2309003,Mucambo,CE
1012,2309102,Mulungu,CE
1013,2309201,Nova Olinda,CE
1014,2309300,Nova Russas,CE
1015,2309409,Novo Oriente,CE
1016,2309458,Ocara,CE
1017,2309508,Orós,CE
1018,2309607,Pacajus,CE
1019,2309706,Pacatuba,CE
1020,2309805,Pacoti,CE
1021,2309904,Pacujá,CE
1022,2310001,Palhano,CE
1023,2310100,Palmácia,CE
1024,2310209,Paracuru,CE
1025,2310258,Paraipaba,CE
1026,2310308,Parambu,CE
1027,2310407,Paramoti,CE
1028,2310506,Pedra Branca,CE
1029,2310605,Penaforte,CE
1030,2310704,Pentecoste,CE
1031,2310803,Pereiro,CE
1032,2310852,Pindoretama,CE
1033,2310902,Piquet Carneiro,CE
1034,2310951,Pires Ferreira,CE
1035,2311009,Poranga,CE
1036,2311108,Porteiras,CE
1037,2311207,Potengi,CE
1038,2311231,Potiretama,CE
1039,2311264,Quiterianópolis,CE
1040,2311306,Quixadá,CE
1041,2311355,Quixelô,CE
1042,2311405,Quixeramobim,CE
1043,2311504,Quixeré,CE
1044,2311603,Redenção,CE
1045,2311702,Reriutaba,CE
1046,2311801,Russas,CE
1047,2311900,Saboeiro,CE
1048,2311959,Salitre,CE
1049,2312007,Santana do Acaraú,CE
1050,2312106,Santana do Cariri,CE
1051,2312205,Santa Quitéria,CE
1052,2312304,São Benedito,CE
1053,2312403,São Gonçalo do Amarante,CE
1054,2312502,São João do Jaguaribe,CE
1055,2312601,São Luís do Curu,CE
1056,2312700,Senador Pompeu,CE
1057,2312809,Senador Sá,CE
1058,2312908,Sobral,CE
1059,2313005,Solonópole,CE
1060,2313104,Tabuleiro do Norte,CE
1061,2313203,Tamboril,CE
1062,2313252,Tarrafas,CE
1063,2313302,Tauá,CE
1064,2313351,Tejuçuoca,CE
1065,2313401,Tianguá,CE
1066,2313500,Trairi,CE
1067,2313559,Tururu,CE
1068,2313609,Ubajara,CE
1069,2313708,Umari,CE
1070,2313757,Umirim,CE
1071,2313807,Uruburetama,CE
1072,2313906,Uruoca,CE
1073,2313955,Varjota,CE
1074,2314003,Várzea Alegre,CE
1075,2314102,Viçosa do Ceará,CE
1076,2400109,Acari,RN
1077,2400208,Açu,RN
1078,2400307,Afonso Bezerra,RN
1079,2400406,Água Nova,RN
1080,2400505,Alexandria,RN
1081,2400604,Almino Afonso,RN
1082,2400703,Alto do Rodrigues,RN
1083,2400802,Angicos,RN
1084,2400901,Antônio Martins,RN
1085,2401008,Apodi,RN
1086,2401107,Areia Branca,RN
1087,2401206,Arês,RN
1088,2401305,Augusto Severo,RN
1089,2401404,Baía Formosa,RN
1090,2401453,Baraúna,RN
1091,2401503,Barcelona,RN
1092,2401602,Bento Fernandes,RN
1093,2401651,Bodó,RN
1094,2401701,Bom Jesus,RN
1095,2401800,Brejinho,RN
1096,2401859,Caiçara do Norte,RN
1097,2401909,Caiçara do Rio do Vento,RN
1098,2402006,Caicó,RN
1099,2402105,Campo Redondo,RN
1100,2402204,Canguaretama,RN
1101,2402303,Caraúbas,RN
1102,2402402,Carnaúba dos Dantas,RN
1103,2402501,Carnaubais,RN
1104,2402600,Ceará-Mirim,RN
1105,2402709,Cerro Corá,RN
1106,2402808,Coronel Ezequiel,RN
1107,2402907,Coronel João Pessoa,RN
1108,2403004,Cruzeta,RN
1109,2403103,Currais Novos,RN
1110,2403202,Doutor Severiano,RN
1111,2403251,Parnamirim,RN
1112,2403301,Encanto,RN
1113,2403400,Equador,RN
1114,2403509,Espírito Santo,RN
1115,2403608,Extremoz,RN
1116,2403707,Felipe Guerra,RN
1117,2403756,Fernando Pedroza,RN
1118,2403806,Florânia,RN
1119,2403905,Francisco Dantas,RN
1120,2404002,Frutuoso Gomes,RN
1121,2404101,Galinhos,RN
1122,2404200,Goianinha,RN
1123,2404309,Governador Dix-Sept Rosado,RN
1124,2404408,Grossos,RN
1125,2404507,Guamaré,RN
1126,2404606,Ielmo Marinho,RN
1127,2404705,Ipanguaçu,RN
1128,2404804,Ipueira,RN
1129,2404853,Itajá,RN
1130,2404903,Itaú,RN
1131,2405009,Jaçanã,RN
1132,2405108,Jandaíra,RN
1133,2405207,Janduís,RN
1134,2405306,Januário Cicco,RN
1135,2405405,Japi,RN
1136,2405504,Jardim de Angicos,RN
1137,2405603,Jardim de Piranhas,RN
1138,2405702,Jardim do Seridó,RN
1139,2405801,João Câmara,RN
1140,2405900,João Dias,RN
1141,2406007,José da Penha,RN
1142,2406106,Jucurutu,RN
1143,2406155,Jundiá,RN
1144,2406205,Lagoa D'Anta,RN
1145,2406304,Lagoa de Pedras,RN
1146,2406403,Lagoa de Velhos,RN
1147,2406502,Lagoa Nova,RN
1148,2406601,Lagoa Salgada,RN
1149,2406700,Lajes,RN
1150,2406809,Lajes Pintadas,RN
1151,2406908,Lucrécia,RN
1152,2407005,Luís Gomes,RN
1153,2407104,Macaíba,RN
1154,2407203,Macau,RN
1155,2407252,Major Sales,RN
1156,2407302,Marcelino Vieira,RN
1157,2407401,Martins,RN
1158,2407500,Maxaranguape,RN
1159,2407609,Messias Targino,RN
1160,2407708,Montanhas,RN
1161,2407807,Monte Alegre,RN
1162,2407906,Monte das Gameleiras,RN
1163,2408003,Mossoró,RN
1164,2408102,Natal,RN
1165,2408201,Nísia Floresta,RN
1166,2408300,Nova Cruz,RN
1167,2408409,Olho-D'Água do Borges,RN
1168,2408508,Ouro Branco,RN
1169,2408607,Paraná,RN
1170,2408706,Paraú,RN
1171,2408805,Parazinho,RN
1172,2408904,Parelhas,RN
1173,2408953,Rio do Fogo,RN
1174,2409100,Passa e Fica,RN
1175,2409209,Passagem,RN
1176,2409308,Patu,RN
1177,2409332,Santa Maria,RN
1178,2409407,Pau dos Ferros,RN
1179,2409506,Pedra Grande,RN
1180,2409605,Pedra Preta,RN
1181,2409704,Pedro Avelino,RN
1182,2409803,Pedro Velho,RN
1183,2409902,Pendências,RN
1184,2410009,Pilões,RN
1185,2410108,Poço Branco,RN
1186,2410207,Portalegre,RN
1187,2410256,Porto do Mangue,RN
1188,2410306,Presidente Juscelino,RN
1189,2410405,Pureza,RN
1190,2410504,Rafael Fernandes,RN
1191,2410603,Rafael Godeiro,RN
1192,2410702,Riacho da Cruz,RN
1193,2410801,Riacho de Santana,RN
1194,2410900,Riachuelo,RN
1195,2411007,Rodolfo Fernandes,RN
1196,2411056,Tibau,RN
1197,2411106,Ruy Barbosa,RN
1198,2411205,Santa Cruz,RN
1199,2411403,Santana do Matos,RN
1200,2411429,Santana do Seridó,RN
1201,2411502,Santo Antônio,RN
1202,2411601,São Bento do Norte,RN
1203,2411700,São Bento do Trairí,RN
1204,2411809,São Fernando,RN
1205,2411908,São Francisco do Oeste,RN
1206,2412005,São Gonçalo do Amarante,RN
1207,2412104,São João do Sabugi,RN
1208,2412203,São José de Mipibu,RN
1209,2412302,São José do Campestre,RN
1210,2412401,São José do Seridó,RN
1211,2412500,São Miguel,RN
1212,2412559,São Miguel do Gostoso,RN
1213,2412609,São Paulo do Potengi,RN
1214,2412708,São Pedro,RN
1215,2412807,São Rafael,RN
1216,2412906,São Tomé,RN
1217,2413003,São Vicente,RN
1218,2413102,Senador Elói de Souza,RN
1219,2413201,Senador Georgino Avelino,RN
1220,2413300,Serra de São Bento,RN
1221,2413359,Serra do Mel,RN
1222,2413409,Serra Negra do Norte,RN
1223,2413508,Serrinha,RN
1224,2413557,Serrinha dos Pintos,RN
1225,2413607,Severiano Melo,RN
1226,2413706,Sítio Novo,RN
1227,2413805,Taboleiro Grande,RN
1228,2413904,Taipu,RN
1229,2414001,Tangará,RN
1230,2414100,Tenente Ananias,RN
1231,2414159,Tenente Laurentino Cruz,RN
1232,2414209,Tibau do Sul,RN
1233,2414308,Timbaúba dos Batistas,RN
1234,2414407,Touros,RN
1235,2414456,Triunfo Potiguar,RN
1236,2414506,Umarizal,RN
1237,2414605,Upanema,RN
1238,2414704,Várzea,RN
1239,2414753,Venha-Ver,RN
1240,2414803,Vera Cruz,RN
1241,2414902,Viçosa,RN
1242,2415008,Vila Flor,RN
1243,2500106,Água Branca,PB
1244,2500205,Aguiar,PB
1245,2500304,Alagoa Grande,PB
1246,2500403,Alagoa Nova,PB
1247,2500502,Alagoinha,PB
1248,2500536,Alcantil,PB
1249,2500577,Algodão de Jandaíra,PB
1250,2500601,Alhandra,PB
1251,2500700,São João do Rio do Peixe,PB
1252,2500734,Amparo,PB
1253,2500775,Aparecida,PB
1254,2500809,Araçagi,PB
1255,2500908,Arara,PB
1256,2501005,Araruna,PB
1257,2501104,Areia,PB
1258,2501153,Areia de Baraúnas,PB
1259,2501203,Areial,PB
1260,2501302,Aroeiras,PB
1261,2501351,Assunção,PB
1262,2501401,Baía da Traição,PB
1263,2501500,Bananeiras,PB
1264,2501534,Baraúna,PB
1265,2501575,Barra de Santana,PB
1266,2501609,Barra de Santa Rosa,PB
1267,2501708,Barra de São Miguel,PB
1268,2501807,Bayeux,PB
1269,2501906,Belém,PB
1270,2502003,Belém do Brejo do Cruz,PB
1271,2502052,Bernardino Batista,PB
1272,2502102,Boa Ventura,PB
1273,2502151,Boa Vista,PB
1274,2502201,Bom Jesus,PB
1275,2502300,Bom Sucesso,PB
1276,2502409,Bonito de Santa Fé,PB
1277,2502508,Boqueirão,PB
1278,2502607,Igaracy,PB
1279,2502706,Borborema,PB
1280,2502805,Brejo do Cruz,PB
1281,2502904,Brejo dos Santos,PB
1282,2503001,Caaporã,PB
1283,2503100,Cabaceiras,PB
1284,2503209,Cabedelo,PB
1285,2503308,Cachoeira dos Índios,PB
1286,2503407,Cacimba de Areia,PB
1287,2503506,Cacimba de Dentro,PB
1288,2503555,Cacimbas,PB
1289,2503605,Caiçara,PB
1290,2503704,Cajazeiras,PB
1291,2503753,Cajazeirinhas,PB
1292,2503803,Caldas Brandão,PB
1293,2503902,Camalaú,PB
1294,2504009,Campina Grande,PB
1295,2504033,Capim,PB
1296,2504074,Caraúbas,PB
1297,2504108,Carrapateira,PB
1298,2504157,Casserengue,PB
1299,2504207,Catingueira,PB
1300,2504306,Catolé do Rocha,PB
1301,2504355,Caturité,PB
1302,2504405,Conceição,PB
1303,2504504,Condado,PB
1304,2504603,Conde,PB
1305,2504702,Congo,PB
1306,2504801,Coremas,PB
1307,2504850,Coxixola,PB
1308,2504900,Cruz do Espírito Santo,PB
1309,2505006,Cubati,PB
1310,2505105,Cuité,PB
1311,2505204,Cuitegi,PB
1312,2505238,Cuité de Mamanguape,PB
1313,2505279,Curral de Cima,PB
1314,2505303,Curral Velho,PB
1315,2505352,Damião,PB
1316,2505402,Desterro,PB
1317,2505501,Vista Serrana,PB
1318,2505600,Diamante,PB
1319,2505709,Dona Inês,PB
1320,2505808,Duas Estradas,PB
1321,2505907,Emas,PB
1322,2506004,Esperança,PB
1323,2506103,Fagundes,PB
1324,2506202,Frei Martinho,PB
1325,2506251,Gado Bravo,PB
1326,2506301,Guarabira,PB
1327,2506400,Gurinhém,PB
1328,2506509,Gurjão,PB
1329,2506608,Ibiara,PB
1330,2506707,Imaculada,PB
1331,2506806,Ingá,PB
1332,2506905,Itabaiana,PB
1333,2507002,Itaporanga,PB
1334,2507101,Itapororoca,PB
1335,2507200,Itatuba,PB
1336,2507309,Jacaraú,PB
1337,2507408,Jericó,PB
1338,2507507,João Pessoa,PB
1339,2507606,Juarez Távora,PB
1340,2507705,Juazeirinho,PB
1341,2507804,Junco do Seridó,PB
1342,2507903,Juripiranga,PB
1343,2508000,Juru,PB
1344,2508109,Lagoa,PB
1345,2508208,Lagoa de Dentro,PB
1346,2508307,Lagoa Seca,PB
1347,2508406,Lastro,PB
1348,2508505,Livramento,PB
1349,2508554,Logradouro,PB
1350,2508604,Lucena,PB
1351,2508703,Mãe D'Água,PB
1352,2508802,Malta,PB
1353,2508901,Mamanguape,PB
1354,2509008,Manaíra,PB
1355,2509057,Marcação,PB
1356,2509107,Mari,PB
1357,2509156,Marizópolis,PB
1358,2509206,Massaranduba,PB
1359,2509305,Mataraca,PB
1360,2509339,Matinhas,PB
1361,2509370,Mato Grosso,PB
1362,2509396,Maturéia,PB
1363,2509404,Mogeiro,PB
1364,2509503,Montadas,PB
1365,2509602,Monte Horebe,PB
1366,2509701,Monteiro,PB
1367,2509800,Mulungu,PB
1368,2509909,Natuba,PB
1369,2510006,Nazarezinho,PB
1370,2510105,Nova Floresta,PB
1371,2510204,Nova Olinda,PB
1372,2510303,Nova Palmeira,PB
1373,2510402,Olho D'Água,PB
1374,2510501,Olivedos,PB
1375,2510600,Ouro Velho,PB
1376,2510659,Parari,PB
1377,2510709,Passagem,PB
1378,2510808,Patos,PB
1379,2510907,Paulista,PB
1380,2511004,Pedra Branca,PB
1381,2511103,Pedra Lavrada,PB
1382,2511202,Pedras de Fogo,PB
1383,2511301,Piancó,PB
1384,2511400,Picuí,PB
1385,2511509,Pilar,PB
1386,2511608,Pilões,PB
1387,2511707,Pilõezinhos,PB
1388,2511806,Pirpirituba,PB
1389,2511905,Pitimbu,PB
1390,2512002,Pocinhos,PB
1391,2512036,Poço Dantas,PB
1392,2512077,Poço de José de Moura,PB
1393,2512101,Pombal,PB
1394,2512200,Prata,PB
1395,2512309,Princesa Isabel,PB
1396,2512408,Puxinanã,PB
1397,2512507,Queimadas,PB
1398,2512606,Quixabá,PB
1399,2512705,Remígio,PB
1400,2512721,Pedro Régis,PB
1401,2512747,Riachão,PB
1402,2512754,Riachão do Bacamarte,PB
1403,2512762,Riachão do Poço,PB
1404,2512788,Riacho de Santo Antônio,PB
1405,2512804,Riacho dos Cavalos,PB
1406,2512903,Rio Tinto,PB
1407,2513000,Salgadinho,PB
1408,2513109,Salgado de São Félix,PB
1409,2513158,Santa Cecília,PB
1410,2513208,Santa Cruz,PB
1411,2513307,Santa Helena,PB
1412,2513356,Santa Inês,PB
1413,2513406,Santa Luzia,PB
1414,2513505,Santana de Mangueira,PB
1415,2513604,Santana dos Garrotes,PB
1416,2513653,Joca Claudino,PB
1417,2513703,Santa Rita,PB
1418,2513802,Santa Teresinha,PB
1419,2513851,Santo André,PB
1420,2513901,São Bento,PB
1421,2513927,São Bentinho,PB
1422,2513943,São Domingos do Cariri,PB
1423,2513968,São Domingos,PB
1424,2513984,São Francisco,PB
1425,2514008,São João do Cariri,PB
1426,2514107,São João do Tigre,PB
1427,2514206,São José da Lagoa Tapada,PB
1428,2514305,São José de Caiana,PB
1429,2514404,São José de Espinharas,PB
1430,2514453,São José dos Ramos,PB
1431,2514503,São José de Piranhas,PB
1432,2514552,São José de Princesa,PB
1433,2514602,São José do Bonfim,PB
1434,2514651,São José do Brejo do Cruz,PB
1435,2514701,São José do Sabugi,PB
1436,2514800,São José dos Cordeiros,PB
1437,2514909,São Mamede,PB
1438,2515005,São Miguel de Taipu,PB
1439,2515104,São Sebastião de Lagoa de Roça,PB
1440,2515203,São Sebastião do Umbuzeiro,PB
1441,2515302,Sapé,PB
1442,2515401,São Vicente do Seridó,PB
1443,2515500,Serra Branca,PB
1444,2515609,Serra da Raiz,PB
1445,2515708,Serra Grande,PB
1446,2515807,Serra Redonda,PB
1447,2515906,Serraria,PB
1448,2515930,Sertãozinho,PB
1449,2515971,Sobrado,PB
1450,2516003,Solânea,PB
1451,2516102,Soledade,PB
1452,2516151,Sossêgo,PB
1453,2516201,Sousa,PB
1454,2516300,Sumé,PB
1455,2516409,Tacima,PB
1456,2516508,Taperoá,PB
1457,2516607,Tavares,PB
1458,2516706,Teixeira,PB
1459,2516755,Tenório,PB
1460,2516805,Triunfo,PB
1461,2516904,Uiraúna,PB
1462,2517001,Umbuzeiro,PB
1463,2517100,Várzea,PB
1464,2517209,Vieirópolis,PB
1465,2517407,Zabelê,PB
1466,2600054,Abreu e Lima,PE
1467,2600104,Afogados da Ingazeira,PE
1468,2600203,Afrânio,PE
1469,2600302,Agrestina,PE
1470,2600401,Água Preta,PE
1471,2600500,Águas Belas,PE
1472,2600609,Alagoinha,PE
1473,2600708,Aliança,PE
1474,2600807,Altinho,PE
1475,2600906,Amaraji,PE
1476,2601003,Angelim,PE
1477,2601052,Araçoiaba,PE
1478,2601102,Araripina,PE
1479,2601201,Arcoverde,PE
1480,2601300,Barra de Guabiraba,PE
1481,2601409,Barreiros,PE
1482,2601508,Belém de Maria,PE
1483,2601607,Belém do São Francisco,PE
1484,2601706,Belo Jardim,PE
1485,2601805,Betânia,PE
1486,2601904,Bezerros,PE
1487,2602001,Bodocó,PE
1488,2602100,Bom Conselho,PE
1489,2602209,Bom Jardim,PE
1490,2602308,Bonito,PE
1491,2602407,Brejão,PE
1492,2602506,Brejinho,PE
1493,2602605,Brejo da Madre de Deus,PE
1494,2602704,Buenos Aires,PE
1495,2602803,Buíque,PE
1496,2602902,Cabo de Santo Agostinho,PE
1497,2603009,Cabrobó,PE
1498,2603108,Cachoeirinha,PE
1499,2603207,Caetés,PE
1500,2603306,Calçado,PE
1501,2603405,Calumbi,PE
1502,2603454,Camaragibe,PE
1503,2603504,Camocim de São Félix,PE
1504,2603603,Camutanga,PE
1505,2603702,Canhotinho,PE
1506,2603801,Capoeiras,PE
1507,2603900,Carnaíba,PE
1508,2603926,Carnaubeira da Penha,PE
1509,2604007,Carpina,PE
1510,2604106,Caruaru,PE
1511,2604155,Casinhas,PE
1512,2604205,Catende,PE
1513,2604304,Cedro,PE
1514,2604403,Chã de Alegria,PE
1515,2604502,Chã Grande,PE
1516,2604601,Condado,PE
1517,2604700,Correntes,PE
1518,2604809,Cortês,PE
1519,2604908,Cumaru,PE
1520,2605004,Cupira,PE
1521,2605103,Custódia,PE
1522,2605152,Dormentes,PE
1523,2605202,Escada,PE
1524,2605301,Exu,PE
1525,2605400,Feira Nova,PE
1526,2605459,Fernando de Noronha,PE
1527,2605509,Ferreiros,PE
1528,2605608,Flores,PE
1529,2605707,Floresta,PE
1530,2605806,Frei Miguelinho,PE
1531,2605905,Gameleira,PE
1532,2606002,Garanhuns,PE
1533,2606101,Glória do Goitá,PE
1534,2606200,Goiana,PE
1535,2606309,Granito,PE
1536,2606408,Gravatá,PE
1537,2606507,Iati,PE
1538,2606606,Ibimirim,PE
1539,2606705,Ibirajuba,PE
1540,2606804,Igarassu,PE
1541,2606903,Iguaraci,PE
1542,2607000,Inajá,PE
1543,2607109,Ingazeira,PE
1544,2607208,Ipojuca,PE
1545,2607307,Ipubi,PE
1546,2607406,Itacuruba,PE
1547,2607505,Itaíba,PE
1548,2607604,Ilha de Itamaracá,PE
1549,2607653,Itambé,PE
1550,2607703,Itapetim,PE
1551,2607752,Itapissuma,PE
1552,2607802,Itaquitinga,PE
1553,2607901,Jaboatão dos Guararapes,PE
1554,2607950,Jaqueira,PE
1555,2608008,Jataúba,PE
1556,2608057,Jatobá,PE
1557,2608107,João Alfredo,PE
1558,2608206,Joaquim Nabuco,PE
1559,2608255,Jucati,PE
1560,2608305,Jupi,PE
1561,2608404,Jurema,PE
1562,2608453,Lagoa do Carro,PE
1563,2608503,Lagoa de Itaenga,PE
1564,2608602,Lagoa do Ouro,PE
1565,2608701,Lagoa dos Gatos,PE
1566,2608750,Lagoa Grande,PE
1567,2608800,Lajedo,PE
1568,2608909,Limoeiro,PE
1569,2609006,Macaparana,PE
1570,2609105,Machados,PE
1571,2609154,Manari,PE
1572,2609204,Maraial,PE
1573,2609303,Mirandiba,PE
1574,2609402,Moreno,PE
1575,2609501,Nazaré da Mata,PE
1576,2609600,Olinda,PE
1577,2609709,Orobó,PE
1578,2609808,Orocó,PE
1579,2609907,Ouricuri,PE
1580,2610004,Palmares,PE
1581,2610103,Palmeirina,PE
1582,2610202,Panelas,PE
1583,2610301,Paranatama,PE
1584,2610400,Parnamirim,PE
1585,2610509,Passira,PE
1586,2610608,Paudalho,PE
1587,2610707,Paulista,PE
1588,2610806,Pedra,PE
1589,2610905,Pesqueira,PE
1590,2611002,Petrolândia,PE
1591,2611101,Petrolina,PE
1592,2611200,Poção,PE
1593,2611309,Pombos,PE
1594,2611408,Primavera,PE
1595,2611507,Quipapá,PE
1596,2611533,Quixaba,PE
1597,2611606,Recife,PE
1598,2611705,Riacho das Almas,PE
1599,2611804,Ribeirão,PE
1600,2611903,Rio Formoso,PE
1601,2612000,Sairé,PE
1602,2612109,Salgadinho,PE
1603,2612208,Salgueiro,PE
1604,2612307,Saloá,PE
1605,2612406,Sanharó,PE
1606,2612455,Santa Cruz,PE
1607,2612471,Santa Cruz da Baixa Verde,PE
1608,2612505,Santa Cruz do Capibaribe,PE
1609,2612554,Santa Filomena,PE
1610,2612604,Santa Maria da Boa Vista,PE
1611,2612703,Santa Maria do Cambucá,PE
1612,2612802,Santa Terezinha,PE
1613,2612901,São Benedito do Sul,PE
1614,2613008,São Bento do Una,PE
1615,2613107,São Caitano,PE
1616,2613206,São João,PE
1617,2613305,São Joaquim do Monte,PE
