Id,Codigo,Nome,Uf
2641,2510808016,Distrito Industrial - Patos,PB
2642,2510808017,Novo Horizonte - Patos,PB
2643,2510808018,Centro - Patos,PB
2644,2510808019,Bivar Olinto - Patos,PB
2645,2510808020,Morada do Sol - Patos,PB
2646,2510808021,Alto da Tubiba - Patos,PB
2647,2510808022,Belo Horizonte - Patos,PB
2648,2510808023,Noé Trajano - Patos,PB
2649,2512101001,Centro - Pombal,PB
2650,2512101002,Jardim Rogério - Pombal,PB
2651,2512101003,Santa Rosa - Pombal,PB
2652,2512101004,Nova Vida - Pombal,PB
2653,2512101005,Pereiros - Pombal,PB
2654,2513406001,Antônio Bento - Santa Luzia,PB
2655,2513406002,Centro - Santa Luzia,PB
2656,2513406003,Frei Damião - Santa Luzia,PB
2657,2513406004,Nossa Senhora de Fátima - Santa Luzia,PB
2658,2513406005,São José - Santa Luzia,PB
2659,2513406006,São Sebastião - Santa Luzia,PB
2660,2600054001,Alto da Bela Vista - Abreu e Lima,PE
2661,2600054002,Alto São Miguel - Abreu e Lima,PE
2662,2600054003,Caetés I - Abreu e Lima,PE
2663,2600054004,Caetés II - Abreu e Lima,PE
2664,2600054005,Caetés III - Abreu e Lima,PE
2665,2600054006,Centro - Abreu e Lima,PE
2666,2600054007,Desterro - Abreu e Lima,PE
2667,2600054008,Fosfato - Abreu e Lima,PE
2668,2600054009,Jardim Caetés - Abreu e Lima,PE
2669,2600054010,Matinha - Abreu e Lima,PE
2670,2600054011,Planalto - Abreu e Lima,PE
2671,2600054012,Timbó - Abreu e Lima,PE
2672,2600906001,Centro - Amaraji,PE
2673,2600906002,João Paulo II - Amaraji,PE
2674,2600906003,Bela Vista - Amaraji,PE
2675,2600906004,Miquilina - Amaraji,PE
2676,2600906005,Nossa Senhora da Conceição - Amaraji,PE
2677,2600906006,Tancredo Neves - Amaraji,PE
2678,2600906007,Nossa Senhora de Fátima - Amaraji,PE
2679,2600906008,Cruzeiro - Amaraji,PE
2680,2600906009,Santo Amaro - Amaraji,PE
2681,2600906010,Do Campo - Amaraji,PE
2682,2600906011,Campo de Aviação - Amaraji,PE
2683,2601201001,Centro - Arcoverde,PE
2684,2601201002,São Geraldo - Arcoverde,PE
2685,2601201003,Boa Vista - Arcoverde,PE
2686,2601201004,Santa Luzia - Arcoverde,PE
2687,2601201005,Sucupira - Arcoverde,PE
2688,2601201006,Coronel Siqueira Campos - Arcoverde,PE
2689,2601201007,São Miguel - Arcoverde,PE
2690,2601201008,Tamboril - Arcoverde,PE
2691,2601201009,Pôr do Sol - Arcoverde,PE
2692,2601201010,Santos Dumont - Arcoverde,PE
2693,2601201011,São Cristóvão - Arcoverde,PE
2694,2601904001,Centro - Bezerros,PE
2695,2601904002,Santo Antônio - Bezerros,PE
2696,2601904003,Cruzeiro - Bezerros,PE
2697,2601904004,São Pedro - Bezerros,PE
2698,2601904005,Cohab - Bezerros,PE
2699,2601904006,São Sebastião - Bezerros,PE
2700,2601904007,Salgado - Bezerros,PE
2701,2601904008,Retiro - Bezerros,PE
2702,2601904009,Santo Amaro - Bezerros,PE
2703,2601904010,Queimada Dantas - Bezerros,PE
2704,2601904011,Rosário - Bezerros,PE
2705,2601904012,Gameleira - Bezerros,PE
2706,2601904013,Mororó - Bezerros,PE
2707,2601904014,Encruzilhada de São João - Bezerros,PE
2708,2602605001,Nossa Senhora do Bom Conselho - Brejo da Madre de Deus,PE
2709,2602605002,São José - Brejo da Madre de Deus,PE
2710,2602605003,Capitão Abelardo Calumby - Brejo da Madre de Deus,PE
2711,2602605004,Capitão Cordeiro Falcão - Brejo da Madre de Deus,PE
2712,2602902001,Centro - Cabo de Santo Agostinho,PE
2713,2602902002,Charneca - Cabo de Santo Agostinho,PE
2714,2602902003,Charnequinha - Cabo de Santo Agostinho,PE
2715,2602902004,COHAB - Cabo de Santo Agostinho,PE
2716,2602902005,Destilaria - Cabo de Santo Agostinho,PE
2717,2602902006,Distrito Industrial Diper - Cabo de Santo Agostinho,PE
2718,2602902007,Garapu - Cabo de Santo Agostinho,PE
2719,2602902008,Malaquias - Cabo de Santo Agostinho,PE
2720,2602902009,Santo Inácio - Cabo de Santo Agostinho,PE
2721,2602902010,São Francisco - Cabo de Santo Agostinho,PE
2722,2602902011,Vila Social Contra Mocambo - Cabo de Santo Agostinho,PE
2723,2602902012,Juçaral - Cabo de Santo Agostinho,PE
2724,2602902013,Pirapama - Cabo de Santo Agostinho,PE
2725,2602902014,Bom Conselho - Cabo de Santo Agostinho,PE
2726,2602902015,Distrito Industrial Santo Estevão - Cabo de Santo Agostinho,PE
2727,2602902016,Engenho Ilha - Cabo de Santo Agostinho,PE
2728,2602902017,Ponte dos Carvalhos - Cabo de Santo Agostinho,PE
2729,2602902018,Pontezinha - Cabo de Santo Agostinho,PE
2730,2602902019,Enseada dos Corais - Cabo de Santo Agostinho,PE
2731,2602902020,Gaibu - Cabo de Santo Agostinho,PE
2732,2602902021,Itapoama - Cabo de Santo Agostinho,PE
2733,2602902022,Paiva - Cabo de Santo Agostinho,PE
2734,2602902023,Rosário - Cabo de Santo Agostinho,PE
2735,2602902024,Suape - Cabo de Santo Agostinho,PE
2736,2603454001,Timbi - Camaragibe,PE
2737,2603454002,Celeiro das Alegrias Futuras - Camaragibe,PE
2738,2603454003,Santa Tereza - Camaragibe,PE
2739,2603454004,Céu Azul - Camaragibe,PE
2740,2603454005,Vila da Fábrica - Camaragibe,PE
2741,2603454006,São Paulo - Camaragibe,PE
2742,2603454007,Aldeia de Baixo - Camaragibe,PE
2743,2603454008,Alto da Boa Vista - Camaragibe,PE
2744,2603454009,Bairro Novo do Carmelo - Camaragibe,PE
2745,2603454010,Bairro dos Estados - Camaragibe,PE
2746,2603454011,Areeiro - Camaragibe,PE
2747,2603454012,Alto Santo Antonio - Camaragibe,PE
2748,2603454013,Viana - Camaragibe,PE
2749,2603454014,Santa Mônica - Camaragibe,PE
2750,2603454015,Alberto Maia - Camaragibe,PE
2751,2603454016,Estação Nova - Camaragibe,PE
2752,2603454017,João Paulo II - Camaragibe,PE
2753,2603454018,Santana - Camaragibe,PE
2754,2603454019,São João e São Paulo - Camaragibe,PE
2755,2603454020,Nazaré - Camaragibe,PE
2756,2603454021,Vila da Inabi - Camaragibe,PE
2757,2603454022,Jardim Primavera - Camaragibe,PE
2758,2603454023,São Pedro - Camaragibe,PE
2759,2603454024,Vale das Pedreiras - Camaragibe,PE
2760,2603454025,Tabatinga - Camaragibe,PE
2761,2603454026,Vera Cruz - Camaragibe,PE
2762,2603454027,Aldeia dos Camarás - Camaragibe,PE
2763,2603454028,Oitenta - Camaragibe,PE
2764,2603454029,Borralho - Camaragibe,PE
2765,2604106002,Vassoural - Caruaru,PE
2766,2604106003,Cedro - Caruaru,PE
2767,2604106004,Riachão - Caruaru,PE
2768,2604106005,João Mota - Caruaru,PE
2769,2604106006,Centenário - Caruaru,PE
2770,2604106007,Divinópolis - Caruaru,PE
2771,2604106008,Indianópolis - Caruaru,PE
2772,2604106009,Nossa Senhora das Dores - Caruaru,PE
2773,2604106010,Maurício de Nassau - Caruaru,PE
2774,2604106011,Caiuca - Caruaru,PE
2775,2604106012,Morro do Bom Jesus - Caruaru,PE
2776,2604106013,Salgado - Caruaru,PE
2777,2604106014,Universitário - Caruaru,PE
2778,2604106015,Petrópolis - Caruaru,PE
2779,2604106016,São Francisco - Caruaru,PE
2780,2604106017,Boa Vista - Caruaru,PE
2781,2604106018,Alto do Moura - Caruaru,PE
2782,2604106019,Nova Caruaru - Caruaru,PE
2783,2604106020,Agamenon Magalhães - Caruaru,PE
2784,2604106021,Kennedy - Caruaru,PE
2785,2604106022,Cidade Alta - Caruaru,PE
2786,2604106023,Rendeiras - Caruaru,PE
2787,2604106024,Santa Rosa - Caruaru,PE
2788,2604106025,Verde - Caruaru,PE
2789,2604205001,Dezoito - Catende,PE
2790,2604205002,Guabiraba - Catende,PE
2791,2604205003,Jardim Diamante - Catende,PE
2792,2604205004,Pedras - Catende,PE
2793,2604205005,Baixa Verde - Catende,PE
2794,2604205006,Centro - Catende,PE
2795,2604205007,Monte Alegre - Catende,PE
2796,2604205008,Nova Catende - Catende,PE
2797,2604205009,Pavão - Catende,PE
2798,2604205010,Canaã - Catende,PE
2799,2604205011,Niterói - Catende,PE
2800,2604205012,Buranhem - Catende,PE
2801,2604403001,Centro - Chã de Alegria,PE
2802,2604403002,Castelo Branco - Chã de Alegria,PE
2803,2604403003,Cruzeiro - Chã de Alegria,PE
2804,2604403004,Santa Luzia - Chã de Alegria,PE
2805,2604403005,Guindaste - Chã de Alegria,PE
2806,2604403006,Maria Doralice Mascena - Chã de Alegria,PE
2807,2604403007,Matadouro - Chã de Alegria,PE
2808,2605202001,Centro - Escada,PE
2809,2605202002,Bela Vista - Escada,PE
2810,2605202003,Santo Antônio - Escada,PE
2811,2605202004,Nova Descoberta - Escada,PE
2812,2605202005,Cidade Centro - Escada,PE
2813,2605202006,São Sebastião - Escada,PE
2814,2605202007,Riacho do Navio - Escada,PE
2815,2605202008,Viradouro - Escada,PE
2816,2605202009,Mangueira - Escada,PE
2817,2605202010,Nova Escada - Escada,PE
2818,2605202011,São Francisco - Escada,PE
2819,2605202012,Maracujá - Escada,PE
2820,2605202013,Jaguaribe - Escada,PE
2821,2605202014,Nova Cidade - Escada,PE
2822,2605202015,Alvorada - Escada,PE
2823,2605202016,Boa Esperança - Escada,PE
2824,2605202017,Povo Deus - Escada,PE
2825,2605202018,Atalaia - Escada,PE
2826,2606002001,Santo Antônio - Garanhuns,PE
2827,2606002002,Heliópolis - Garanhuns,PE
2828,2606002003,Aloísio Souto Pinto - Garanhuns,PE
2829,2606002004,Boa Vista - Garanhuns,PE
2830,2606002005,São José - Garanhuns,PE
2831,2606002006,Magano - Garanhuns,PE
2832,2606002007,Severiano Moraes Filho - Garanhuns,PE
2833,2606002009,Jose Maria Dourado - Garanhuns,PE
2834,2606002010,Francisco Simão dos Santos Figueira - Garanhuns,PE
2835,2606002011,Dom Thiago Posima - Garanhuns,PE
2836,2606002012,Dom Hélder Câmara - Garanhuns,PE
2837,2606002013,Novo Heliópolis - Garanhuns,PE
2838,2606101001,Centro - Glória do Goitá,PE
2839,2606101002,Nova Glória - Glória do Goitá,PE
2840,2606101003,Santa Rita - Glória do Goitá,PE
2841,2606101004,Madre de Deus - Glória do Goitá,PE
2842,2606101005,Cohab - Glória do Goitá,PE
2843,2606309001,Centro - Granito,PE
2844,2606309002,Deputado Ulisses Guimarães - Granito,PE
2845,2606309003,Jardim Novo Granito - Granito,PE
2846,2606804001,Tabatinga - Igarassu,PE
2847,2606804002,Jabacó - Igarassu,PE
2848,2606804003,Sítio dos Marcos - Igarassu,PE
2849,2606804004,Umbura - Igarassu,PE
2850,2606804005,Centro - Igarassu,PE
2851,2606804006,Encanto Igarassu - Igarassu,PE
2852,2606804007,Boa Sorte - Igarassu,PE
2853,2606804008,Alto do Céu - Igarassu,PE
2854,2606804009,Inhamã - Igarassu,PE
2855,2606804010,Saramandaia - Igarassu,PE
2856,2606804011,Posto de Monta - Igarassu,PE
2857,2606804012,Santa Luzia - Igarassu,PE
2858,2606804013,Rubina - Igarassu,PE
2859,2606804014,Santo Antonio - Igarassu,PE
2860,2606804015,Pancó - Igarassu,PE
2861,2606804016,Ana de Albuquerque - Igarassu,PE
2862,2606804017,Triunfo - Igarassu,PE
2863,2606804018,Bonfim - Igarassu,PE
2864,2606804019,Cruz de Rebouças - Igarassu,PE
2865,2606804020,Santa Rita - Igarassu,PE
2866,2606804021,Vila Rural - Igarassu,PE
2867,2606804022,Campina de Feira - Igarassu,PE
2868,2606804023,Bela Vista - Igarassu,PE
2869,2606804024,Agamenon - Igarassu,PE
2870,2606804025,Monjope - Igarassu,PE
2871,2607752001,Cajueiro - Itapissuma,PE
2872,2607752002,Cidade Criança - Itapissuma,PE
2873,2607752003,Cidade Industrial - Itapissuma,PE
2874,2607752004,Conceição - Itapissuma,PE
2875,2607752005,Espinheiro - Itapissuma,PE
2876,2607752006,Grêmio - Itapissuma,PE
2877,2607752007,Mangabeira - Itapissuma,PE
2878,2607752008,Várzea - Itapissuma,PE
2879,2607752009,Veloz - Itapissuma,PE
2880,2607901001,Barra de Jangada - Jaboatão dos Guararapes,PE
2881,2607901002,Cajueiro Seco - Jaboatão dos Guararapes,PE
2882,2607901003,Candeias - Jaboatão dos Guararapes,PE
2883,2607901004,Comportas - Jaboatão dos Guararapes,PE
2884,2607901005,Guararapes - Jaboatão dos Guararapes,PE
2885,2607901006,Marcos Freire - Jaboatão dos Guararapes,PE
2886,2607901007,Muribeca - Jaboatão dos Guararapes,PE
2887,2607901008,Piedade - Jaboatão dos Guararapes,PE
2888,2607901009,Prazeres - Jaboatão dos Guararapes,PE
2889,2607901010,Cavaleiro - Jaboatão dos Guararapes,PE
2890,2607901011,Dois Carneiros - Jaboatão dos Guararapes,PE
2891,2607901012,Socorro - Jaboatão dos Guararapes,PE
2892,2607901013,Sucupira - Jaboatão dos Guararapes,PE
2893,2607901014,Zumbi do Pacheco - Jaboatão dos Guararapes,PE
2894,2607901015,Bulhões - Jaboatão dos Guararapes,PE
2895,2607901016,Centro - Jaboatão dos Guararapes,PE
2896,2607901017,Engenho Velho - Jaboatão dos Guararapes,PE
2897,2607901018,Floriano - Jaboatão dos Guararapes,PE
2898,2607901019,Manassu - Jaboatão dos Guararapes,PE
2899,2607901020,Muribequinha - Jaboatão dos Guararapes,PE
2900,2607901021,Santana - Jaboatão dos Guararapes,PE
2901,2607901022,Santo Aleixo - Jaboatão dos Guararapes,PE
2902,2607901023,Vargem Fria - Jaboatão dos Guararapes,PE
2903,2607901024,Vila Rica - Jaboatão dos Guararapes,PE
2904,2607901025,Vista Alegre - Jaboatão dos Guararapes,PE
2905,2607901026,Curado - Jaboatão dos Guararapes,PE
2906,2607901027,Jardim Jordão - Jaboatão dos Guararapes,PE
2907,2608008001,Boa Vista - Jataúba,PE
2908,2608008002,Branco - Jataúba,PE
2909,2608008003,Petrolino Malaco de Souza - Seu Teté - Jataúba,PE
2910,2608008004,Augusto Melo - Jataúba,PE
2911,2608008005,Bom Jesus - Jataúba,PE
2912,2608008006,Centro - Jataúba,PE
2913,2608909001,Centro - Limoeiro,PE
2914,2608909002,Redentor - Limoeiro,PE
2915,2608909003,Santa Luzia - Limoeiro,PE
2916,2608909004,São Sebastião - Limoeiro,PE
2917,2608909005,João Ernesto - Limoeiro,PE
2918,2608909006,Juá - Limoeiro,PE
2919,2608909007,Ponto Certo - Limoeiro,PE
2920,2608909008,Dt Severino Pinheiro - Limoeiro,PE
2921,2608909009,Otácio de Lemos - Limoeiro,PE
2922,2608909010,José Fernades Salsa - Limoeiro,PE
2923,2608909011,Santa Teresinha - Limoeiro,PE
2924,2608909012,Santo Antônio - Limoeiro,PE
2925,2608909013,Pirauira - Limoeiro,PE
2926,2609600001,Rio Doce - Olinda,PE
2927,2609600002,Jardim Atlântico - Olinda,PE
2928,2609600003,Casa Caiada - Olinda,PE
2929,2609600004,Fragoso - Olinda,PE
2930,2609600005,Bairro Novo - Olinda,PE
2931,2609600006,Bultrins - Olinda,PE
2932,2609600007,Alto da Nação - Olinda,PE
2933,2609600008,Monte - Olinda,PE
2934,2609600009,Guadalupe - Olinda,PE
2935,2609600010,Bonsucesso - Olinda,PE
2936,2609600011,Amaro Branco - Olinda,PE
2937,2609600012,Carmo - Olinda,PE
2938,2609600013,Amparo - Olinda,PE
2939,2609600014,Varadouro - Olinda,PE
2940,2609600015,Santa Teresa - Olinda,PE
2941,2609600016,Salgadinho - Olinda,PE
2942,2609600017,Sítio Novo - Olinda,PE
2943,2609600018,Peixinhos - Olinda,PE
2944,2609600019,Vila Popular - Olinda,PE
2945,2609600020,Ouro Preto - Olinda,PE
2946,2609600021,Jardim Brasil - Olinda,PE
2947,2609600022,Aguazinha - Olinda,PE
2948,2609600023,Sapucaia - Olinda,PE
2949,2609600024,São Benedito - Olinda,PE
2950,2609600025,Caixa D'Água - Olinda,PE
2951,2609600026,Águas Compridas - Olinda,PE
2952,2609600027,Passarinho - Olinda,PE
2953,2609600028,Alto da Bondade - Olinda,PE
2954,2609600029,Alto do Sol Nascente - Olinda,PE
2955,2609600030,Alto da Conquista - Olinda,PE
2956,2609600032,Tabajara - Olinda,PE
2957,2610707001,Centro - Paulista,PE
2958,2610707002,Nobre - Paulista,PE
2959,2610707003,Janga - Paulista,PE
2960,2610707004,Pau Amarelo - Paulista,PE
2961,2610707005,Nossa Senhora do Ó - Paulista,PE
2962,2610707006,Nossa Senhora da Conceição - Paulista,PE
2963,2610707007,Maria Farinha - Paulista,PE
2964,2610707008,Engenho Maranguape - Paulista,PE
2965,2610707009,Maranguape I - Paulista,PE
2966,2610707010,Maranguape II - Paulista,PE
2967,2610707011,Jaguarana - Paulista,PE
2968,2610707012,Fragoso - Paulista,PE
2969,2610707013,Jaguaribe - Paulista,PE
2970,2610707014,Torres Galvão - Paulista,PE
2971,2610707015,Arthur Lundgren I - Paulista,PE
2972,2610707016,Arthur Lundgren II - Paulista,PE
2973,2610707017,Jardim Velho - Paulista,PE
2974,2610707018,Mirueira - Paulista,PE
2975,2610707019,Paratibe - Paulista,PE
2976,2610707020,Jardim Maranguape - Paulista,PE
2977,2610707021,Jardim Paulista - Paulista,PE
2978,2610707022,Parque do Janga - Paulista,PE
2979,2610707023,Tabajara - Paulista,PE
2980,2610707024,Poty - Paulista,PE
2981,2610905001,Serrinha - Pesqueira,PE
2982,2610905002,Xucurus - Pesqueira,PE
2983,2610905003,Caixa D'Água - Pesqueira,PE
2984,2610905004,Baixa Grande - Pesqueira,PE
2985,2610905005,Pedra Redonda - Pesqueira,PE
2986,2610905006,Prado - Pesqueira,PE
2987,2610905007,Salgado - Pesqueira,PE
2988,2610905008,Central - Pesqueira,PE
2989,2610905009,São Sebastião - Pesqueira,PE
2990,2610905010,Centenário - Pesqueira,PE
2991,2610905011,Vila Anápolis - Pesqueira,PE
2992,2610905012,Pitanga - Pesqueira,PE
2993,2610905013,Centro - Pesqueira,PE
2994,2610905014,Santo Antônio - Pesqueira,PE
2995,2611101001,Centro - Petrolina,PE
2996,2611101002,Atrás da Banca - Petrolina,PE
2997,2611101003,Gercino Coelho - Petrolina,PE
2998,2611101004,Vila Mocó - Petrolina,PE
2999,2611101005,Maria Auxiliadora - Petrolina,PE
3000,2611101006,São José - Petrolina,PE
3001,2611101007,Pedra do Bode - Petrolina,PE
3002,2611101008,Distrito Industrial - Petrolina,PE
3003,2611101009,Palhinhas - Petrolina,PE
3004,2611101010,Jardim Maravilha - Petrolina,PE
3005,2611101011,Km 2 - Petrolina,PE
3006,2611101012,Dom Malan - Petrolina,PE
3007,2611101013,Areia Branca - Petrolina,PE
3008,2611101014,Vila Eduardo - Petrolina,PE
3009,2611101015,Cidade Universitária - Petrolina,PE
3010,2611101016,Cohab-São Francisco - Petrolina,PE
3011,2611101017,Cohab-Massangano - Petrolina,PE
3012,2611101018,Jardim Amazonas - Petrolina,PE
3013,2611101019,Ouro Preto - Petrolina,PE
3014,2611101020,Pedro Raimundo - Petrolina,PE
3015,2611101021,Antônio Cassimiro - Petrolina,PE
3016,2611101022,José e Maria - Petrolina,PE
3017,2611101023,Dom Avelar - Petrolina,PE
3018,2611101024,Loteamento Recife - Petrolina,PE
3019,2611101025,Zona Militar - Petrolina,PE
3020,2611101026,Jatobá - Petrolina,PE
3021,2611101027,São Gonçalo - Petrolina,PE
3022,2611101028,Cosme e Damião - Petrolina,PE
3023,2611101029,Jardim São Paulo - Petrolina,PE
3024,2611101030,João de Deus - Petrolina,PE
3025,2611101031,Topázio - Petrolina,PE
3026,2611101032,Boa Esperança - Petrolina,PE
3027,2611101033,Serrote do Urubu - Petrolina,PE
3028,2611101034,Carneiro - Petrolina,PE
3029,2611606001,Recife - Recife,PE
3030,2611606002,Santo Amaro - Recife,PE
3031,2611606003,Boa Vista - Recife,PE
3032,2611606004,Soledade - Recife,PE
3033,2611606005,Santo Antônio - Recife,PE
3034,2611606006,Paissandu - Recife,PE
3035,2611606007,Ilha do Leite - Recife,PE
3036,2611606008,Coelhos - Recife,PE
3037,2611606009,Ilha Joana Bezerra - Recife,PE
3038,2611606010,Cabanga - Recife,PE
3039,2611606011,São José - Recife,PE
3040,2611606012,Derby - Recife,PE
3041,2611606013,Graças - Recife,PE
3042,2611606014,Jaqueira - Recife,PE
3043,2611606015,Aflitos - Recife,PE
3044,2611606016,Espinheiro - Recife,PE
3045,2611606017,Rosarinho - Recife,PE
3046,2611606018,Tamarineira - Recife,PE
3047,2611606019,Peixinhos - Recife,PE
3048,2611606020,Campina do Barreto - Recife,PE
3049,2611606021,Arruda - Recife,PE
3050,2611606022,Ponto de Parada - Recife,PE
3051,2611606023,Hipódromo - Recife,PE
3052,2611606024,Campo Grande - Recife,PE
3053,2611606025,Encruzilhada - Recife,PE
3054,2611606026,Torreão - Recife,PE
3055,2611606027,Passarinho - Recife,PE
3056,2611606028,Dois Unidos - Recife,PE
3057,2611606029,Linha do Tiro - Recife,PE
3058,2611606030,Beberibe - Recife,PE
3059,2611606031,Alto Santa Teresinha - Recife,PE
3060,2611606032,Porto da Madeira - Recife,PE
3061,2611606033,Cajueiro - Recife,PE
3062,2611606034,Fundão - Recife,PE
3063,2611606035,Água Fria - Recife,PE
3064,2611606036,Bomba do Hemetério - Recife,PE
3065,2611606037,Pau-Ferro - Recife,PE
3066,2611606038,Guabiraba - Recife,PE
3067,2611606039,Sítio dos Pintos - Recife,PE
3068,2611606040,Dois Irmãos - Recife,PE
3069,2611606041,Brejo da Guabiraba - Recife,PE
3070,2611606042,Córrego do Jenipapo - Recife,PE
3071,2611606043,Apipucos - Recife,PE
3072,2611606044,Macaxeira - Recife,PE
3073,2611606045,Nova Descoberta - Recife,PE
3074,2611606046,Brejo de Beberibe - Recife,PE
3075,2611606047,Alto do Mandu - Recife,PE
3076,2611606048,Casa Amarela - Recife,PE
3077,2611606049,Vasco da Gama - Recife,PE
3078,2611606050,Alto José Bonifácio - Recife,PE
3079,2611606051,Morro da Conceição - Recife,PE
3080,2611606052,Alto José do Pinho - Recife,PE
3081,2611606053,Mangabeira - Recife,PE
3082,2611606054,Parnamirim - Recife,PE
3083,2611606055,Casa Forte - Recife,PE
3084,2611606056,Santana - Recife,PE
3085,2611606057,Poço - Recife,PE
3086,2611606058,Monteiro - Recife,PE
3087,2611606059,Torre - Recife,PE
3088,2611606060,Cordeiro - Recife,PE
3089,2611606061,Zumbi - Recife,PE
3090,2611606062,Madalena - Recife,PE
3091,2611606063,Prado - Recife,PE
3092,2611606064,Ilha do Retiro - Recife,PE
3093,2611606065,Bongi - Recife,PE
3094,2611606066,San Martin - Recife,PE
3095,2611606067,Mustardinha - Recife,PE
3096,2611606068,Mangueira - Recife,PE
3097,2611606069,Várzea - Recife,PE
3098,2611606070,Caxangá - Recife,PE
3099,2611606071,Iputinga - Recife,PE
3100,2611606072,Torrões - Recife,PE
3101,2611606073,Engenho do Meio - Recife,PE
3102,2611606074,Cidade Universitária - Recife,PE
3103,2611606075,Afogados - Recife,PE
3104,2611606076,Jiquiá - Recife,PE
3105,2611606077,Estância - Recife,PE
3106,2611606078,Areias - Recife,PE
3107,2611606079,Caçote - Recife,PE
3108,2611606080,Curado - Recife,PE
3109,2611606081,Totó - Recife,PE
3110,2611606082,Coqueiral - Recife,PE
3111,2611606083,Sancho - Recife,PE
3112,2611606084,Tejipió - Recife,PE
3113,2611606085,Jardim São Paulo - Recife,PE
3114,2611606086,Barro - Recife,PE
3115,2611606087,Cohab - Recife,PE
3116,2611606088,Jordão - Recife,PE
3117,2611606089,Ibura - Recife,PE
3118,2611606090,Ipsep - Recife,PE
3119,2611606091,Imbiribeira - Recife,PE
3120,2611606092,Boa Viagem - Recife,PE
3121,2611606093,Pina - Recife,PE
3122,2611606094,Brasília Teimosa - Recife,PE
3123,2612505001,Centro - Santa Cruz do Capibaribe,PE
3124,2612505002,São Cristóvão - Santa Cruz do Capibaribe,PE
3125,2612505003,Santa Tereza - Santa Cruz do Capibaribe,PE
3126,2612505004,Nova Santa Cruz - Santa Cruz do Capibaribe,PE
3127,2612505005,Dona Dom - Santa Cruz do Capibaribe,PE
3128,2612505006,São Jorge - Santa Cruz do Capibaribe,PE
3129,2612505007,Santo Agostinho - Santa Cruz do Capibaribe,PE
3130,2612505008,Malaquias Cardoso - Santa Cruz do Capibaribe,PE
3131,2612505009,Nova Palestina - Santa Cruz do Capibaribe,PE
3132,2612505010,Oscarzão - Santa Cruz do Capibaribe,PE
3133,2614501001,Centro - Surubim,PE
3134,2614501002,São Sebastião - Surubim,PE
3135,2614501003,Coqueiro - Surubim,PE
3136,2614501004,Santo Antônio - Surubim,PE
3137,2614501005,São José - Surubim,PE
3138,2614501006,Diogo - Surubim,PE
3139,2614501007,Lagoa Nova - Surubim,PE
3140,2614501008,Bela Vista - Surubim,PE
3141,2614501009,Chã do Marinheiro - Surubim,PE
3142,2614501010,Cabaceira - Surubim,PE
3143,2615300001,Centro - Timbaúba,PE
3144,2615300002,Santa Terezinha - Timbaúba,PE
3145,2615300003,Três Cocos - Timbaúba,PE
3146,2615300004,Independência - Timbaúba,PE
3147,2615300005,Cohab - Timbaúba,PE
3148,2615300006,Mocosinho - Timbaúba,PE
3149,2615300007,Nova Vida - Timbaúba,PE
3150,2615300008,Mocós - Timbaúba,PE
3151,2615300009,Araruna - Timbaúba,PE
3152,2615300010,Barro - Timbaúba,PE
3153,2615300011,Santa Ana - Timbaúba,PE
3154,2615300012,Santiago - Timbaúba,PE
3155,2615300013,Coronel Maranhão - Timbaúba,PE
3156,2615300014,Cruzeiro - Timbaúba,PE
3157,2615300015,Timbaubinha - Timbaúba,PE
3158,2615300016,Jardim Guarani - Timbaúba,PE
3159,2615300017,Cezar Augusto - Timbaúba,PE
3160,2615300018,Sapucaia - Timbaúba,PE
3161,2616407001,Centro - Vitória de Santo Antão,PE
3162,2616407002,Matriz - Vitória de Santo Antão,PE
3163,2616407003,Maranhão - Vitória de Santo Antão,PE
3164,2616407004,Nossa Senhora do Amparo - Vitória de Santo Antão,PE
3165,2616407005,Jardim Ipiranga - Vitória de Santo Antão,PE
3166,2616407006,Mangueira - Vitória de Santo Antão,PE
3167,2616407007,Livramento - Vitória de Santo Antão,PE
3168,2616407008,Maues - Vitória de Santo Antão,PE
3169,2616407009,Campinas - Vitória de Santo Antão,PE
3170,2616407010,Cajueiro - Vitória de Santo Antão,PE
3171,2616407011,Caiçara - Vitória de Santo Antão,PE
3172,2616407012,Jardim São Pedro - Vitória de Santo Antão,PE
3173,2616407013,Alto José Leal - Vitória de Santo Antão,PE
3174,2616407014,Bela Vista - Vitória de Santo Antão,PE
3175,2616407015,Cajá - Vitória de Santo Antão,PE
3176,2616407016,Água Branca - Vitória de Santo Antão,PE
3177,2616407017,Santana - Vitória de Santo Antão,PE
3178,2616407018,Conceição - Vitória de Santo Antão,PE
3179,2616407019,Parque Industrial - Vitória de Santo Antão,PE
3180,2616407020,Redenção - Vitória de Santo Antão,PE
3181,2616407021,Bento Velho - Vitória de Santo Antão,PE
3182,2616407022,Lídia Queiroz - Vitória de Santo Antão,PE
3183,2616407023,Galiléia - Vitória de Santo Antão,PE
3184,2616407024,Espírito Santo - Vitória de Santo Antão,PE
3185,2616407025,Figueiras - Vitória de Santo Antão,PE
3186,2616407026,Natuba - Vitória de Santo Antão,PE
3187,2700300001,Alto do Cruzeiro - Arapiraca,AL
3188,2700300002,Baixa Grande - Arapiraca,AL
3189,2700300003,Baixão - Arapiraca,AL
3190,2700300004,Boa Vista - Arapiraca,AL
3191,2700300005,Brasília - Arapiraca,AL
3192,2700300006,Brasiliana - Arapiraca,AL
